"KEY","freq","ref_area","count_area","cb_rep_sector","bs_count_sector","bs_nfc_activity","cb_sector_size","cb_rep_framewrk","cb_item","cb_portfolio","cb_exp_type","cb_val_method","maturity_res","data_type","currency_trans","unit_measure","time_period","obs_value","obs_status","conf_status","pre_break_value","comment_obs","time_format","breaks","comment_ts","compiling_org","coverage","currency","data_comp","decimals","diss_org","publ_ecb","publ_mu","publ_public","time_per_collect","title","title_compl","unit_mult"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3191._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3191","_Z","_Z","_Z","_Z","_Z","_Z","PC","2020",NULL,"Q","F",NULL,NULL,"P1Y","FINREP (IFRS + GAAP-FINREP) series from 2014 contain historical data.","Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Tangible and intangible assets [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"(Tangible assets + Intangible assets) / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Tangible and intangible assets [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3191._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3191","_Z","_Z","_Z","_Z","_Z","_Z","PC","2021",NULL,"Q","F",NULL,NULL,"P1Y","FINREP (IFRS + GAAP-FINREP) series from 2014 contain historical data.","Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Tangible and intangible assets [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"(Tangible assets + Intangible assets) / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Tangible and intangible assets [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3191._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3191","_Z","_Z","_Z","_Z","_Z","_Z","PC","2022",NULL,"Q","F",NULL,NULL,"P1Y","FINREP (IFRS + GAAP-FINREP) series from 2014 contain historical data.","Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Tangible and intangible assets [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"(Tangible assets + Intangible assets) / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Tangible and intangible assets [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3191._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3191","_Z","_Z","_Z","_Z","_Z","_Z","PC","2023",NULL,"Q","F",NULL,NULL,"P1Y","FINREP (IFRS + GAAP-FINREP) series from 2014 contain historical data.","Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Tangible and intangible assets [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"(Tangible assets + Intangible assets) / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Tangible and intangible assets [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3191._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3191","_Z","_Z","_Z","_Z","_Z","_Z","PC","2024","0.486954940921192","P","F",NULL,NULL,"P1Y","FINREP (IFRS + GAAP-FINREP) series from 2014 contain historical data.","Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Tangible and intangible assets [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"(Tangible assets + Intangible assets) / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Tangible and intangible assets [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2007",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2008",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2009",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2010",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2011",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2012",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2013",NULL,"M","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2014",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2015",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2016",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2017",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2018",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2019",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2020",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2021",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2022",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2023",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.I3462._Z._Z._Z._Z._Z._Z.PC","A","NL","W0","11","_Z","_Z","A","F","I3462","_Z","_Z","_Z","_Z","_Z","_Z","PC","2024","0.5914716975489539","P","F",NULL,NULL,"P1Y",NULL,"Netherlands,counterpart: World (all entities, including reference area, including IO),reporting sector: Domestic banking groups and stand-alone banks,All institutions,FINREP (IFRS and GAAP),Financial guarantees given [% of total assets],Not applicable, Percent",NULL,NULL,NULL,"Financial guarantees given / TOTAL ASSETS","4",NULL,NULL,NULL,NULL,"A","Financial guarantees given [% of total assets]",NULL,"0"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2014",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2015",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2016",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2017",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2018",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2019",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2020",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
"CBD2.A.NL.W0.11._Z._Z.A.F.L1120._X.ALL.CA._Z.LE._T.EUR","A","NL","W0","11","_Z","_Z","A","F","L1120","_X","ALL","CA","_Z","LE","_T","EUR","2021",NULL,"Q","F",NULL,NULL,"P1Y",NULL,"Netherlands, counterpart: World (all entities, including reference area, including IO), reporting sector: Domestic banking groups and stand-alone banks, All institutions, FINREP (IFRS and GAAP), Deposits -Deposits with agreed maturity, All exposures, Carrying amount, Closing balance sheet/Positions/Stocks, All currencies, Euro",NULL,NULL,NULL,"The underlying profitability data is not annualised.","0",NULL,NULL,NULL,NULL,"E","Deposits -Deposits with agreed maturity",NULL,"3"
